4.77193,5.07066,2.70127
5.1202,6.00523,1.11497
6.67254,5.55893,3.11361
4.49045,5.48545,2.005
4.15505,4.78564,4.36941
4.9513,4.53498,2.41632
4.29802,5.45472,0.8433
5.1725,4.96253,5.20997
5.26016,5.59053,3.66963
5.1823,5.53569,1.64661
6.13992,4.85146,3.28846
5.01354,4.77374,5.2398
5.67636,6.22833,4.44803
4.99632,5.59155,2.40477
5.78602,4.94814,2.83788
5.20215,5.39967,2.80248
4.3357,4.99535,4.34035
5.11358,6.06159,2.05199
5.17856,6.19369,0.98487
6.6238,5.15383,4.46997
5.26974,5.15976,3.10998
4.90229,4.58595,3.31634
4.81132,5.25506,2.55626
5.67703,5.48549,2.19154
6.27826,5.45372,5.82454
5.05695,6.0979,1.95905
4.81835,5.38022,1.43813
3.88823,6.00992,2.87831
5.30411,5.04284,3.26127
5.36413,6.93333,0.4308
4.83942,4.17284,4.66658
3.38441,5.94846,2.43595
5.75247,4.68959,5.06288
4.36222,5.09433,1.26789
4.97244,4.57313,5.39931
4.54816,5.65983,1.88833
4.56618,3.98042,5.58576
5.15312,6.71727,0.43585
6.36979,3.92244,5.44735
4.77943,4.68723,3.0922
4.01624,4.12088,2.89536
5.42881,4.81504,5.61377
5.24109,3.36839,4.8727
4.5659,5.50154,4.06436
5.62079,4.25025,6.37054
3.45099,4.09123,1.35976
4.01041,5.61614,3.39427
4.22083,4.51234,3.70849
5.66355,4.94998,2.71357
5.04724,4.99488,2.05236
5.80317,3.49735,5.30582
5.69869,5.93738,1.76131
4.64484,5.57886,3.06598
6.57216,5.05649,6.51567
4.13082,3.65825,3.47257
4.333,6.23955,1.09345
5.83632,5.11847,3.71785
4.57287,5.48963,2.08324
5.46291,4.51927,3.94364
4.34326,4.51639,4.82687
5.42062,6.10205,2.31857
6.59438,5.24981,4.34457
4.28915,5.25081,1.03834
5.57193,4.71665,4.85528
5.26751,5.82437,3.44314
4.32132,4.11747,4.20385
4.95414,4.51752,4.43662
4.8371,5.32194,4.51516
3.83531,3.88187,3.95344
5.33671,5.05664,4.28007
5.01379,5.21452,4.79927
5.37774,3.84833,5.52941
4.94422,5.13202,3.8122
4.34515,5.29546,4.04969
5.36269,5.20694,2.15575
5.79336,3.87995,4.91341
5.04534,5.09696,2.94838
4.7103,4.77786,3.93244
5.17081,5.19538,3.97543
4.052,4.56383,1.48817
4.90582,5.34045,1.56537
6.5122,4.26487,6.24733
5.78943,5.61065,5.17878
5.23254,4.63736,2.59518
4.99026,4.7234,2.26686
4.65632,4.39621,2.26011
5.1406,4.11874,5.02186
4.26026,5.63645,0.62381
3.95491,6.26913,1.68578
4.20129,6.06822,3.13307
5.42323,4.60867,5.81456
5.63841,4.94252,3.69589
4.26294,4.8226,2.44034
5.26086,4.64349,3.61737
4.90233,4.05467,3.84766
4.07286,4.22482,2.84804
4.90958,4.6996,5.20998
5.12834,4.89421,5.23413
5.47125,4.95049,3.52076
6.20042,4.29201,5.90841
-3.44874,0.36768,0.18358
-2.83601,0.7044,0.45959
-2.05713,-0.21525,1.15812
-3.0229,-0.36931,1.34641
-2.14951,-0.36148,0.21197
-3.71626,0.57808,0.70566
-2.30245,-0.5223,0.21985
-3.5779,0.61771,-0.19561
-2.85754,0.01131,-0.86885
-3.70323,0.17082,1.12595
-2.17333,-0.61245,1.43912
-3.6235,-0.28738,0.66388
-2.86979,0.13736,-0.00715
-2.48196,0.12083,1.39721
-1.72981,0.3392,1.93099
-3.56279,0.39376,0.04345
-2.56703,0.12902,-0.69605
-1.84112,-0.47439,1.63327
-2.51308,0.14003,2.34689
-3.72268,-0.20452,1.48184
-1.47077,-0.22386,0.75309
-2.17752,0.07341,2.74907
-1.74997,-0.26647,2.5165
-2.90499,-0.83852,1.93353
-2.52877,-0.20432,-0.32445
-3.69345,0.62018,-2.31363
-2.31523,0.73872,-1.05395
-2.92104,-0.65626,1.73522
-2.68679,0.00195,-0.68874
-4.06741,-0.10698,0.03957
-1.91444,-0.12691,1.21247
-2.86198,0.17684,1.96118
-3.21404,-0.40663,-0.80741
-3.08495,-0.15936,0.07441
-1.3812,1.46152,0.15728
-1.38534,-0.15018,2.76484
-2.00442,0.29842,-0.30284
-3.15545,0.8032,-1.95865
-2.13165,-0.16833,3.03668
-2.69343,-0.83354,2.14011
-4.13177,0.54361,-1.67538
-3.76849,-0.09231,1.32382
-3.51746,0.39236,0.09018
-3.82273,-0.42738,0.60465
-2.20207,-0.00449,-0.19758
-1.77245,-0.7306,1.95815
-3.67696,0.27083,-1.94779
-3.64132,0.12203,0.23665
-3.9013,-0.43907,-1.46223
-2.68143,0.73388,0.58469
-3.58078,0.22236,0.19686
-3.92357,-0.54525,-0.37832
-2.22849,1.13677,0.63474
-2.61757,-0.53726,-0.08031
-2.5733,-0.63496,2.06166
-2.62933,0.80174,-0.43107
-3.60031,0.81289,-2.4132
-2.2416,-0.46587,0.22427
-4.14368,-0.65905,-0.48463
-3.11992,0.40424,-0.52416
-2.68489,-0.07731,-0.60758
-2.80571,-0.70266,2.89695
-3.73675,-0.50953,-1.22722
-1.49546,0.69409,-0.18955
-3.30605,0.26335,-0.5694
-3.26976,-0.48903,2.21927
-2.85847,0.41728,1.72425
-2.76639,-0.39905,1.63266
-3.24097,0.17641,-1.41738
-2.97275,-1.28308,0.31033
-2.52896,0.82578,1.64526
-2.59417,-1.39045,0.79628
-3.07085,0.43787,-1.50872
-3.67255,0.94409,-0.61664
-3.36376,-0.71922,-0.64454
-3.07918,0.87823,-1.95741
-2.06878,-0.2812,3.21242
-3.25141,-0.42499,1.17358
-3.25059,-0.13531,1.88472
-2.72967,0.48938,-0.21905
